year,obs.hours,species,spcode,behavior,diet,habitat,tolerance,DDT,pop est,size,count,urban %,TOTAL NE POP,deciduous %,evergreen %,mixed %,cropland %,pasture %,cattles and cows,sheep and lambs,CAN arable,CAN built up,CAN natural,Aug NAO,Sept NAO,Oct NAO,Autumn NAO,Apr NAO,May NAO,Spring NAO
1977,541,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,266,0.05,41945.616,0.38,0.11,0.18,0.08,0.14,4271090,144775,0.0688,0.0084,0.1627,-0.28,0.37,0.52,0.203333333,0.65,-0.86,-0.105
1977,541,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,3504,0.05,41945.616,0.38,0.11,0.18,0.08,0.14,4271090,144775,0.0688,0.0084,0.1627,-0.28,0.37,0.52,0.203333333,0.65,-0.86,-0.105
1977,541,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,10612,0.05,41945.616,0.38,0.11,0.18,0.08,0.14,4271090,144775,0.0688,0.0084,0.1627,-0.28,0.37,0.52,0.203333333,0.65,-0.86,-0.105
1978,664,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,370,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,27,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,29519,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,153,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,28,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,16,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,58,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,183,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,380,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,9,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,7,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,163,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,2852,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1978,664,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,6826,0.05,41843.092,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.64,0.46,1.93,1.01,-1.17,1.08,-0.045
1979,752,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,544,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,16,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,11173,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,336,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,33,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,52,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,68,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,235,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,443,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,14,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,14,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,234,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,4175,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1979,752,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,10306,0.05,41793.525,0.38,0.11,0.18,0.08,0.14,4037642,190957,0.0688,0.0084,0.1627,0.96,1.01,-0.3,0.556666667,-1.71,-1.03,-1.37
1980,878,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,529,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,22,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,10141,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,374,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,63,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,29,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,83,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,475,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,364,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,9,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,23,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,349,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,5715,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1980,878,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,8319,0.05,41806.715,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,-2.24,0.66,-1.77,-1.116666667,1.29,-1.5,-0.105
1981,814,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,708,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,28,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,8660,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,756,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,52,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,47,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,138,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,280,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,538,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,20,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,18,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,250,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,3939,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1981,814,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,9464,0.05,41862.083,0.38,0.11,0.18,0.07,0.14,4037642,190957,0.0688,0.0084,0.1627,0.39,-1.45,-1.35,-0.803333333,0.36,0.2,0.28
1982,875,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,400,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,33,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,7163,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,302,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,53,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,20,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,140,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,293,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,433,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,6,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,17,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,320,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,5025,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1982,875,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,4541,0.05,41902.801,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,0.26,1.76,-0.74,0.426666667,0.1,-0.53,-0.215
1983,912,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,461,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,24,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,6922,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,352,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,56,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,21,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,129,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,318,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,454,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,8,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,14,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,451,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,3954,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,6517,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1983,912,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,4,0.05,42068.979,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.61,-1.12,0.65,0.38,-0.85,-0.07,-0.46
1984,941,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,331,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,41,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,13619,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,171,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,36,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,21,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,59,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,317,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,579,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,8,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,5,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,208,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,3157,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,3796,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1984,941,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,1,0.05,42202.696,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,1.15,0.17,-0.07,0.416666667,-0.28,0.54,0.13
1985,802,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,383,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,37,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,4,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,3415,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,291,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,58,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,36,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
